timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1642427918029,44,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,1,https://www.cicek.com/Suggest/Get?key=kupa,44,0,0
1642427918073,46,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,1,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,46,0,0
1642427918119,56,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,1,https://www.cicek.com/Arama?query=kupa,54,0,0
1642427918175,42,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,1,https://www.cicek.com/Suggest/Get?key=kupa,42,0,0
1642427918217,46,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,1,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,46,0,0
1642427918263,51,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,1,https://www.cicek.com/Arama?query=kupa,50,0,0
1642427918314,44,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,1,https://www.cicek.com/Suggest/Get?key=kupa,44,0,0
1642427918358,46,Product List,200,OK,LT - 4 4-1,text,true,,6316,556,1,1,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,46,0,0
1642427918405,51,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,1,https://www.cicek.com/Arama?query=kupa,51,0,0
1642427918456,54,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,1,https://www.cicek.com/Suggest/Get?key=kupa,54,0,0
1642427918510,65,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,1,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,65,0,0
1642427918576,111,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,1,https://www.cicek.com/Arama?query=kupa,110,0,0
1642427918687,48,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,1,https://www.cicek.com/Suggest/Get?key=kupa,48,0,0
1642427918735,47,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,1,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,47,0,0
1642427918782,52,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,1,https://www.cicek.com/Arama?query=kupa,51,0,0
1642427918834,42,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,1,https://www.cicek.com/Suggest/Get?key=kupa,42,0,0
1642427918876,43,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,1,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,43,0,0
1642427918919,73,Search,200,OK,LT - 4 4-1,text,true,,18469,541,1,1,https://www.cicek.com/Arama?query=kupa,71,0,0
1642427918992,46,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,1,https://www.cicek.com/Suggest/Get?key=kupa,46,0,0
1642427919039,45,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,1,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,44,0,0
1642427919084,51,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,1,https://www.cicek.com/Arama?query=kupa,50,0,0
1642427919135,42,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,1,https://www.cicek.com/Suggest/Get?key=kupa,42,0,0
1642427919177,54,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,1,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,54,0,0
1642427919231,66,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,1,https://www.cicek.com/Arama?query=kupa,64,0,0
1642427919297,62,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,1,https://www.cicek.com/Suggest/Get?key=kupa,62,0,0
1642427919359,45,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,1,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,45,0,0
1642427919404,53,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,1,https://www.cicek.com/Arama?query=kupa,52,0,0
1642427919457,42,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,1,https://www.cicek.com/Suggest/Get?key=kupa,42,0,0
1642427919499,44,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,1,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,44,0,0
1642427919543,56,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,1,https://www.cicek.com/Arama?query=kupa,52,0,0
1642427919599,41,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,1,https://www.cicek.com/Suggest/Get?key=kupa,41,0,0
1642427919640,50,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,1,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,49,0,0
